,image,inference time,label1,index1,value1,label2,index2,value2,label3,index3,value3,label4,index4,value4,label5,index5,value5
0,/home/pi/sambashare/BacArbeit/ILSVRC_val_10000/ILSVRC2012_val_00003042.JPEG,0.01548204199934844,Persian cat,284,0.006983630824834108,tabby,282,0.6573472023010254,tiger cat,283,0.1573837250471115,lynx,288,0.022977348417043686,Egyptian cat,286,0.09705353528261185
1,/home/pi/sambashare/BacArbeit/ILSVRC_val_10000/ILSVRC2012_val_00003151.JPEG,0.011973234999459237,organ,688,0.0035488365683704615,coil,507,0.01034026499837637,shield,788,0.01076855231076479,vault,885,0.10913858562707901,dome,539,0.7881717681884766
2,/home/pi/sambashare/BacArbeit/ILSVRC_val_10000/ILSVRC2012_val_00007130.JPEG,0.012816205999115482,American chameleon,41,0.005404710303992033,green lizard,47,0.00824277475476265,grasshopper,312,0.01016628835350275,walking stick,314,0.012304741889238358,mantis,316,0.9379916787147522
3,/home/pi/sambashare/BacArbeit/ILSVRC_val_10000/ILSVRC2012_val_00007498.JPEG,0.012195860996143892,grille,582,0.015779323875904083,cab,469,0.02261239103972912,convertible,512,0.023959960788488388,racer,752,0.719513475894928,sports car,818,0.1558467447757721
4,/home/pi/sambashare/BacArbeit/ILSVRC_val_10000/ILSVRC2012_val_00003288.JPEG,0.011804496993136127,pomegranate,958,0.009789027273654938,buckeye,991,0.7743507027626038,grocery store,583,0.02842843160033226,cucumber,944,0.0129594961181283,hip,990,0.021842867136001587
5,/home/pi/sambashare/BacArbeit/ILSVRC_val_10000/ILSVRC2012_val_00002097.JPEG,0.012606615004187915,Irish wolfhound,171,0.029249954968690872,Sussex spaniel,221,0.03950943425297737,soft-coated wheaten terrier,203,0.06250102072954178,Afghan hound,161,0.2204914391040802,Irish terrier,185,0.17364127933979034
6,/home/pi/sambashare/BacArbeit/ILSVRC_val_10000/ILSVRC2012_val_00009420.JPEG,0.01195212400489254,slug,115,0.03643285855650902,electric ray,6,0.04147131368517876,stingray,7,0.04800250753760338,common newt,27,0.0714820995926857,alligator lizard,45,0.1401088684797287
7,/home/pi/sambashare/BacArbeit/ILSVRC_val_10000/ILSVRC2012_val_00006495.JPEG,0.011804645000665914,Afghan hound,161,0.012209253385663033,Saluki,177,0.01794194057583809,kuvasz,223,0.012806431390345097,borzoi,170,0.8753164410591125,Great Pyrenees,258,0.0428503192961216
8,/home/pi/sambashare/BacArbeit/ILSVRC_val_10000/ILSVRC2012_val_00006000.JPEG,0.012061066998285241,swimming trunks,843,0.02481219172477722,tricycle,871,0.04796959459781647,rocking chair,766,0.02663654461503029,park bench,704,0.062246695160865784,diaper,530,0.18763113021850586
9,/home/pi/sambashare/BacArbeit/ILSVRC_val_10000/ILSVRC2012_val_00003926.JPEG,0.012596672000654507,washer,898,0.023490343242883682,hamper,589,0.025259196758270264,photocopier,714,0.47181886434555054,crate,520,0.09524592757225037,carton,479,0.024853138253092766
