Inf number: 1,3381.61698,background,aeroplane
Inf number: 2,3275.0508870000003,background,cow,person
Inf number: 3,3264.8036460000003,background,aeroplane
Inf number: 4,3277.1347379999997,background,person
Inf number: 5,3275.524406,background,aeroplane
Inf number: 6,3267.878664,background,motorbike,person
Inf number: 7,3265.316887,background,car
Inf number: 8,3275.338091,background,cat
Inf number: 9,3269.842369,background,cat,pottedplant
Inf number: 10,3275.0052570000003,background,bottle,person
Inf number: 11,3284.48772,background,person
Inf number: 12,3289.797646,background,chair,dog
Inf number: 13,3272.328054,background,cow
Inf number: 14,3265.648794,background,person
Inf number: 15,3274.9055359999998,background,bicycle,car,person
Inf number: 16,3271.990813,background,tv
Inf number: 17,3304.327924,background,diningtable,person
Inf number: 18,3265.152591,background,tv
Inf number: 19,3273.389146,background,bird
Inf number: 20,3269.142665,background,horse,person
Inf number: 21,3273.5473500000003,background,dog,sheep
Inf number: 22,3269.0186639999997,background,train
Inf number: 23,3322.1188679999996,background,train
Inf number: 24,3273.539776,background,aeroplane,person
Inf number: 25,3297.625349,background,bottle,diningtable,person
Inf number: 26,3317.6249980000002,background,bird,dog
Inf number: 27,3334.050906,background,bird,bottle,diningtable,pottedplant
Inf number: 28,3310.691072,background,train
Inf number: 29,3331.989831,background,boat
Inf number: 30,3334.5179789999997,background,chair,person,sofa
Inf number: 31,3330.138387,background,boat
Inf number: 32,3333.7904240000003,background,car,person
Inf number: 33,3302.499702,background,chair,dog,horse,person
Inf number: 34,3273.142072,background,cow,horse,person
Inf number: 35,3273.150165,background,bird,person
Inf number: 36,3275.127239,background,aeroplane,boat,person
Inf number: 37,3289.263424,background,chair,tv
