Inf number: 1,3362.5614610000002,background,aeroplane
Inf number: 2,3269.120257,background,cow,person
Inf number: 3,3259.2483679999996,background,aeroplane
Inf number: 4,3274.3874610000003,background,person
Inf number: 5,3263.028516,background,aeroplane
Inf number: 6,3274.177924,background,motorbike,person
Inf number: 7,3267.773831,background,car
Inf number: 8,3262.0877570000002,background,cat
Inf number: 9,3265.802406,background,cat,pottedplant
Inf number: 10,3262.9098679999997,background,bottle,person
Inf number: 11,3266.873221,background,person
Inf number: 12,3292.472924,background,chair,dog
Inf number: 13,3267.130424,background,cow
Inf number: 14,3272.9857570000004,background,person
Inf number: 15,3270.944017,background,bicycle,car,person
Inf number: 16,3263.094591,background,tv
Inf number: 17,3279.278554,background,diningtable,person
Inf number: 18,3270.746331,background,tv
Inf number: 19,3266.388869,background,bird
Inf number: 20,3258.471332,background,horse,person
Inf number: 21,3301.244869,background,dog,sheep
Inf number: 22,3330.3001639999998,background,train
Inf number: 23,3318.157479,background,train
Inf number: 24,3337.269405,background,aeroplane,person
Inf number: 25,3341.3965350000003,background,bottle,diningtable,person
Inf number: 26,3308.8992200000002,background,bird,dog
Inf number: 27,3388.705202,background,bird,bottle,diningtable,pottedplant
Inf number: 28,3272.257665,background,train
Inf number: 29,3268.546535,background,boat
Inf number: 30,3269.3785159999998,background,chair,person,sofa
Inf number: 31,3268.5705159999998,background,boat
Inf number: 32,3271.665998,background,car,person
Inf number: 33,3267.610869,background,chair,dog,horse,person
Inf number: 34,3270.176017,background,cow,horse,person
Inf number: 35,3264.753924,background,bird,person
Inf number: 36,3267.675647,background,aeroplane,boat,person
Inf number: 37,3265.873813,background,chair,tv
