Inf number: 1,739.4111156463623,background,aeroplane
Inf number: 2,741.8618202209473,background,cow,person
Inf number: 3,743.2570457458496,background,aeroplane
Inf number: 4,741.0531044006348,background,person
Inf number: 5,744.7347640991211,background,aeroplane
Inf number: 6,741.490364074707,background,motorbike,person
Inf number: 7,742.1824932098389,background,car
Inf number: 8,739.3248081207275,background,cat
Inf number: 9,740.8878803253174,background,cat,pottedplant
Inf number: 10,741.3637638092041,background,bottle,person
Inf number: 11,742.2142028808594,background,person
Inf number: 12,742.4776554107666,background,cat,chair,dog
Inf number: 13,740.225076675415,background,cow
Inf number: 14,741.3666248321533,background,person
Inf number: 15,741.7385578155518,background,bicycle,car,person
Inf number: 16,741.3003444671631,background,tv
Inf number: 17,741.3036823272705,background,bottle,diningtable,person
Inf number: 18,743.1766986846924,background,tv
Inf number: 19,741.1470413208008,background,bird
Inf number: 20,743.0646419525146,background,horse,person
Inf number: 21,741.5642738342285,background,bird,dog,sheep
Inf number: 22,742.220401763916,background,train
Inf number: 23,744.7693347930908,background,train
Inf number: 24,740.7610416412354,background,aeroplane,person
Inf number: 25,741.6815757751465,background,bottle,diningtable,person
Inf number: 26,741.9209480285645,background,bird,cat,dog
Inf number: 27,741.9586181640625,background,bird,bottle,chair,diningtable,pottedplant
Inf number: 28,743.6354160308838,background,train
Inf number: 29,740.2257919311523,background,boat
Inf number: 30,742.5072193145752,background,chair,person,sofa
Inf number: 31,739.7904396057129,background,boat
Inf number: 32,741.5165901184082,background,car,person
Inf number: 33,742.9285049438477,background,chair,dog,horse,person
Inf number: 34,741.7106628417969,background,cow,horse,person
Inf number: 35,739.5565509796143,background,bird,person
Inf number: 36,740.9415245056152,background,aeroplane,boat,person
Inf number: 37,742.7892684936523,background,chair,tv
