model_name,os,api,inference type,latency avg,top1,top5,map,miou,latency,thread count,load
onnx,ubuntus,onnx,stress-ng,0.4650014481380385,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/default/onnx/yolov5n_onnx_det_2024_9_23_20_33_ubuntus_False_onlylat.csv,False,default
onnx,ubuntus,onnx,stress-ng,0.4596871488988691,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/default/onnx/yolov5n_onnx_det_2024_9_23_21_22_ubuntus_4_onlylat.csv,4,default
onnx,ubuntus,onnx,stress-ng,0.4781431018510266,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/default/onnx/yolov5n_onnx_det_2024_9_23_21_1_ubuntus_2_onlylat.csv,2,default
onnx,ubuntus,onnx,stress-ng,0.870775370015046,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/default/onnx/yolov5n_onnx_det_2024_9_23_20_41_ubuntus_1_onlylat.csv,1,default
onnx,ubuntus,onnx,stress-ng,0.5440378182939967,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/default/onnx/yolov5n_onnx_det_2024_9_23_21_12_ubuntus_3_onlylat.csv,3,default
ov,ubuntus,ov,stress-ng,0.4619736029439896,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/default/ov/yolov5n_ov_det_2024_10_14_10_26_ubuntus_3_onlylat.csv,3,default
ov,ubuntus,ov,stress-ng,0.4186821348850006,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/default/ov/yolov5n_ov_det_2024_10_14_9_42_ubuntus_False_onlylat.csv,False,default
ov,ubuntus,ov,stress-ng,0.5684954836949933,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/default/ov/yolov5n_ov_det_2024_10_14_10_8_ubuntus_2_onlylat.csv,2,default
ov,ubuntus,ov,stress-ng,0.852678667813996,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/default/ov/yolov5n_ov_det_2024_10_14_9_53_ubuntus_1_onlylat.csv,1,default
ov,ubuntus,ov,stress-ng,0.4180075074669962,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/default/ov/yolov5n_ov_det_2024_10_14_10_34_ubuntus_4_onlylat.csv,4,default
delegate,ubuntus,delegate,stress-ng,0.3719296604240171,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/default/delegate/yolov5n-fp16_delegate_det_2024_9_23_15_8_ubuntus_4_onlylat.csv,4,default
delegate,ubuntus,delegate,stress-ng,0.6349522696739605,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/default/delegate/yolov5n-fp16_delegate_det_2024_9_23_14_27_ubuntus_1_onlylat.csv,1,default
delegate,ubuntus,delegate,stress-ng,0.3964891666059648,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/default/delegate/yolov5n-fp16_delegate_det_2024_9_23_14_58_ubuntus_3_onlylat.csv,3,default
delegate,ubuntus,delegate,stress-ng,0.448639378678994,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/default/delegate/yolov5n-fp16_delegate_det_2024_9_23_14_45_ubuntus_2_onlylat.csv,2,default
delegate,ubuntus,delegate,stress-ng,0.3719948158840161,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/default/delegate/yolov5n-fp16_delegate_det_2024_9_23_14_17_ubuntus_False_onlylat.csv,False,default
pytorch,ubuntus,pytorch,stress-ng,0.9972182864550124,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/default/pytorch/_pytorch_det_2024_10_14_12_14_ubuntus_4_onlylat.csv,4,default
pytorch,ubuntus,pytorch,stress-ng,1.0634045384530326,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/default/pytorch/_pytorch_det_2024_10_14_10_43_ubuntus_False_onlylat.csv,False,default
pytorch,ubuntus,pytorch,stress-ng,1.1772944836880088,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/default/pytorch/_pytorch_det_2024_10_14_11_3_ubuntus_1_onlylat.csv,1,default
pytorch,ubuntus,pytorch,stress-ng,1.0696666864570088,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/default/pytorch/_pytorch_det_2024_10_14_11_54_ubuntus_3_onlylat.csv,3,default
pytorch,ubuntus,pytorch,stress-ng,1.1118355329049927,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/default/pytorch/_pytorch_det_2024_10_14_11_30_ubuntus_2_onlylat.csv,2,default
tf,ubuntus,tf,stress-ng,1.385143714485137,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/three/tf/yolov5n-fp16_tf_det_2024_11_1_16_0_ubuntus_2_onlylat.csv,1,default
tf,ubuntus,tf,stress-ng,1.385143714485137,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/three/tf/yolov5n-fp16_tf_det_2024_11_1_16_0_ubuntus_2_onlylat.csv,3,default
tf,ubuntus,tf,stress-ng,1.385143714485137,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/three/tf/yolov5n-fp16_tf_det_2024_11_1_16_0_ubuntus_2_onlylat.csv,False,default
tf,ubuntus,tf,stress-ng,1.385143714485137,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/three/tf/yolov5n-fp16_tf_det_2024_11_1_16_0_ubuntus_2_onlylat.csv,4,default
tf,ubuntus,tf,stress-ng,1.385143714485137,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/three/tf/yolov5n-fp16_tf_det_2024_11_1_16_0_ubuntus_2_onlylat.csv,2,default
onnx,ubuntus,onnx,stress-ng,0.922937284177986,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/one/onnx/yolov5n_onnx_det_2024_10_14_16_41_ubuntus_1_onlylat.csv,1,one
onnx,ubuntus,onnx,stress-ng,0.4995371856479905,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/one/onnx/yolov5n_onnx_det_2024_10_14_16_58_ubuntus_2_onlylat.csv,2,one
onnx,ubuntus,onnx,stress-ng,0.430812885254054,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/one/onnx/yolov5n_onnx_det_2024_10_14_20_49_ubuntus_3_onlylat.csv,3,one
onnx,ubuntus,onnx,stress-ng,0.7351776284069983,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/one/onnx/yolov5n_onnx_det_2024_10_14_16_28_ubuntus_False_onlylat.csv,False,one
onnx,ubuntus,onnx,stress-ng,0.733977117872997,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/one/onnx/yolov5n_onnx_det_2024_10_14_20_58_ubuntus_4_onlylat.csv,4,one
ov,ubuntus,ov,stress-ng,0.5529894976268915,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/one/ov/yolov5n_ov_det_2024_10_14_22_35_ubuntus_4_onlylat.csv,4,one
ov,ubuntus,ov,stress-ng,0.549768145318998,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/one/ov/yolov5n_ov_det_2024_10_14_21_11_ubuntus_False_onlylat.csv,False,one
ov,ubuntus,ov,stress-ng,0.5728383276679633,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/one/ov/yolov5n_ov_det_2024_10_14_21_41_ubuntus_2_onlylat.csv,2,one
ov,ubuntus,ov,stress-ng,0.4753807687309818,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/one/ov/yolov5n_ov_det_2024_10_14_22_15_ubuntus_3_onlylat.csv,3,one
ov,ubuntus,ov,stress-ng,0.8950338972978606,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/one/ov/yolov5n_ov_det_2024_10_14_21_21_ubuntus_1_onlylat.csv,1,one
delegate,ubuntus,delegate,stress-ng,0.4840942368209962,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/one/delegate/yolov5n-fp16_delegate_det_2024_10_14_16_18_ubuntus_4_onlylat.csv,4,one
delegate,ubuntus,delegate,stress-ng,0.6602998010069714,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/one/delegate/yolov5n-fp16_delegate_det_2024_10_14_15_49_ubuntus_1_onlylat.csv,1,one
delegate,ubuntus,delegate,stress-ng,0.463696296896067,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/one/delegate/yolov5n-fp16_delegate_det_2024_10_14_16_1_ubuntus_2_onlylat.csv,2,one
delegate,ubuntus,delegate,stress-ng,0.4829250555530107,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/one/delegate/yolov5n-fp16_delegate_det_2024_10_14_15_39_ubuntus_False_onlylat.csv,False,one
delegate,ubuntus,delegate,stress-ng,0.4034299533310241,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/one/delegate/yolov5n-fp16_delegate_det_2024_10_14_16_10_ubuntus_3_onlylat.csv,3,one
pytorch,ubuntus,pytorch,stress-ng,1.599944962094858,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/one/pytorch/_pytorch_det_2024_10_15_10_12_ubuntus_3_onlylat.csv,3,one
pytorch,ubuntus,pytorch,stress-ng,1.5148636528939532,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/one/pytorch/_pytorch_det_2024_10_15_10_43_ubuntus_4_onlylat.csv,4,one
pytorch,ubuntus,pytorch,stress-ng,1.549156981738859,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/one/pytorch/_pytorch_det_2024_10_14_23_0_ubuntus_False_onlylat.csv,False,one
pytorch,ubuntus,pytorch,stress-ng,1.6008779056999771,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/one/pytorch/_pytorch_det_2024_10_15_8_7_ubuntus_2_onlylat.csv,2,one
pytorch,ubuntus,pytorch,stress-ng,1.4902933679971029,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/one/pytorch/_pytorch_det_2024_10_14_23_30_ubuntus_1_onlylat.csv,1,one
tf,ubuntus,tf,stress-ng,1.385143714485137,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/three/tf/yolov5n-fp16_tf_det_2024_11_1_16_0_ubuntus_2_onlylat.csv,4,one
tf,ubuntus,tf,stress-ng,1.385143714485137,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/stress-ng/three/tf/yolov5n-fp16_tf_det_2024_11_1_16_0_ubuntus_2_onlylat.csv,False,one
