,image,inference time,label1,index1,value1,label2,index2,value2,label3,index3,value3,label4,index4,value4,label5,index5,value5
0,/home/pi/sambashare/BacArbeit/randomized_iamges/0.jpg,0,golf ball,575,0.018643446266651154,loudspeaker,633,0.02048657275736332,jellyfish,108,0.023612473160028458,tennis ball,853,0.028493748977780342,nematode,112,0.029718687757849693
1,/home/pi/sambashare/BacArbeit/randomized_iamges/1.jpg,0,loudspeaker,633,0.014287175610661507,digital clock,531,0.01565103977918625,nematode,112,0.021568898111581802,jellyfish,108,0.038675494492053986,tennis ball,853,0.028891729190945625
2,/home/pi/sambashare/BacArbeit/randomized_iamges/2.jpg,0,digital clock,531,0.0152880335226655,golf ball,575,0.016473438590765,nematode,112,0.021202359348535538,jellyfish,108,0.02811834029853344,tennis ball,853,0.026546016335487366
3,/home/pi/sambashare/BacArbeit/randomized_iamges/3.jpg,0,nematode,112,0.01472328882664442,digital clock,531,0.016200199723243713,tennis ball,853,0.03925463557243347,golf ball,575,0.02119659073650837,jellyfish,108,0.03659702464938164
4,/home/pi/sambashare/BacArbeit/randomized_iamges/4.jpg,0,revolver,764,0.013754445128142834,pool table,737,0.016146495938301086,jellyfish,108,0.023013286292552948,tennis ball,853,0.09045571833848953,golf ball,575,0.04818952456116676
5,/home/pi/sambashare/BacArbeit/randomized_iamges/5.jpg,0,loudspeaker,633,0.016444841399788857,television,852,0.01653110608458519,tennis ball,853,0.018941931426525116,jellyfish,108,0.022543558850884438,nematode,112,0.02280980534851551
6,/home/pi/sambashare/BacArbeit/randomized_iamges/6.jpg,0,golf ball,575,0.016358084976673126,nematode,112,0.016738642007112503,wall clock,893,0.018998226150870323,jellyfish,108,0.030618729069828987,tennis ball,853,0.04925425350666046
7,/home/pi/sambashare/BacArbeit/randomized_iamges/7.jpg,0,bubble,972,0.01663517765700817,leatherback turtle,35,0.01835150085389614,loudspeaker,633,0.01910804584622383,jellyfish,108,0.03935558721423149,tennis ball,853,0.020886491984128952
8,/home/pi/sambashare/BacArbeit/randomized_iamges/8.jpg,0,nematode,112,0.016488824039697647,digital clock,531,0.017474761232733727,golf ball,575,0.02400384098291397,jellyfish,108,0.03318752720952034,tennis ball,853,0.05815431475639343
9,/home/pi/sambashare/BacArbeit/randomized_iamges/9.jpg,0,pool table,737,0.01466912217438221,nematode,112,0.02009269781410694,digital clock,531,0.02130703814327717,tennis ball,853,0.02251868136227131,jellyfish,108,0.03179529681801796
