model_name,os,api,inference type,latency avg,top1,top5,map,miou,latency
lite-model_mobilenet_v3_small_100_224_uint8_1,ubuntus,tf,class,0.0104207548880015,0.7107,0.7636,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/tf/lite-model_mobilenet_v3_small_100_224_uint8_1/lite-model_mobilenet_v3_small_100_224_uint8_1_tf_class_2024_6_13_14_49_ubuntus_3_onlylat.csv
lite-model_mobilenet_v3_small_100_224_uint8_1,raspberryos,tf,class,0.0104298870660002,0.7107,0.7636,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/tf/lite-model_mobilenet_v3_small_100_224_uint8_1/lite-model_mobilenet_v3_small_100_224_uint8_1_tf_class_2024_6_12_14_31_raspberryos_3_onlylat.csv
mobilenetv2-12,ubuntus,onnx,class,0.0823555530399969,0.7292,0.8159,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/onnx/mobilenetv2-12/mobilenetv2-12_onnx_class_2024_3_8_12_24_ubuntus_onlylat.csv
mobilenetv2-12,raspberryos,onnx,class,0.0835600304579947,0.7292,0.8159,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/onnx/mobilenetv2-12/mobilenetv2-12_onnx_class_2024_6_12_16_44_raspberryos_3_onlylat.csv
mobilenetv2-12-int8,ubuntus,onnx,class,0.0301933002579982,0.7126,0.7896,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/onnx/mobilenetv2-12-int8/mobilenetv2-12-int8_onnx_class_2024_3_8_12_27_ubuntus_onlylat.csv
mobilenetv2-12-int8,raspberryos,onnx,class,0.0301315707640259,0.7126,0.7896,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/onnx/mobilenetv2-12-int8/mobilenetv2-12-int8_onnx_class_2024_6_12_16_46_raspberryos_3_onlylat.csv
mobilenetv3_large_100_Opset17,ubuntus,onnx,class,0.0839044617619985,0.8128,0.8877,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/onnx/mobilenetv3_large_100_Opset17/mobilenetv3_large_100_Opset17_onnx_class_2024_3_8_12_28_ubuntus_onlylat.csv
mobilenetv3_large_100_Opset17,raspberryos,onnx,class,0.0833400934860044,0.8128,0.8877,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/onnx/mobilenetv3_large_100_Opset17/mobilenetv3_large_100_Opset17_onnx_class_2024_6_11_22_15_raspberryos_3_onlylat.csv
mobilenetv3_small_050_Opset17,ubuntus,onnx,class,0.0194844045000053,0.6178,0.7009,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/onnx/mobilenetv3_small_050_Opset17/mobilenetv3_small_050_Opset17_onnx_class_2024_3_8_13_8_ubuntus_onlylat.csv
mobilenetv3_small_050_Opset17,raspberryos,onnx,class,0.0193502392870031,0.6178,0.7009,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/onnx/mobilenetv3_small_050_Opset17/mobilenetv3_small_050_Opset17_onnx_class_2024_6_12_16_38_raspberryos_3_onlylat.csv
mobilenetv3_small_075_Opset17,ubuntus,onnx,class,0.0292516279970095,0.7176,0.7963,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/onnx/mobilenetv3_small_075_Opset17/mobilenetv3_small_075_Opset17_onnx_class_2024_3_8_13_7_ubuntus_onlylat.csv
mobilenetv3_small_075_Opset17,raspberryos,onnx,class,0.0291321692119972,0.7176,0.7963,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/onnx/mobilenetv3_small_075_Opset17/mobilenetv3_small_075_Opset17_onnx_class_2024_6_12_16_35_raspberryos_3_onlylat.csv
mobilenet_v3_large,ubuntus,pytorch,class,0.2049653207800033,0.8767,0.9433,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/pytorch/mobilenet_v3_large/_pytorch_class_2024_6_13_14_59_ubuntus_3_onlylat.csv
mobilenet_v3_large,raspberryos,pytorch,class,0.2063892820379924,0.8767,0.9433,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/pytorch/mobilenet_v3_large/_pytorch_class_2024_6_11_22_41_raspberryos_3_onlylat.csv
mobilenet_v3_small,ubuntus,pytorch,class,0.075850074197998,0.8246,0.8974,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/pytorch/mobilenet_v3_small/_pytorch_class_2024_6_13_15_9_ubuntus_3_onlylat.csv
mobilenet_v3_small,raspberryos,pytorch,class,0.0774532975769834,0.8246,0.8974,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/pytorch/mobilenet_v3_small/_pytorch_class_2024_6_12_17_11_raspberryos_3_onlylat.csv
mobilenet_v2,ubuntus,pytorch,class,0.2633356338730073,0.8655,0.9284,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/pytorch/mobilenet_v2/_pytorch_class_2024_6_13_15_11_ubuntus_3_onlylat.csv
mobilenet_v2,raspberryos,pytorch,class,0.2601572208079978,0.8655,0.9284,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/pytorch/mobilenet_v2/_pytorch_class_2024_6_12_17_14_raspberryos_3_onlylat.csv
lite-model_mobilenet_v2_100_224_fp32_1,ubuntus,delegate,class,0.0543979899110035,0.8542,0.924,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v2_100_224_fp32_1/lite-model_mobilenet_v2_100_224_fp32_1_delegate_class_2024_6_13_15_29_ubuntus_3_onlylat.csv
lite-model_mobilenet_v2_100_224_uint8_1,ubuntus,delegate,class,0.0306642976020006,0.8479,0.9171,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v2_100_224_uint8_1/lite-model_mobilenet_v2_100_224_uint8_1_delegate_class_2024_6_13_15_31_ubuntus_3_onlylat.csv
lite-model_mobilenet_v3_large_100_224_fp32_1,ubuntus,delegate,class,0.0458720216049968,0.8556,0.9232,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_large_100_224_fp32_1/lite-model_mobilenet_v3_large_100_224_fp32_1_delegate_class_2024_6_13_15_22_ubuntus_3_onlylat.csv
lite-model_mobilenet_v3_large_100_224_uint8_1,ubuntus,delegate,class,0.029657003852003,0.8556,0.913,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_large_100_224_uint8_1/lite-model_mobilenet_v3_large_100_224_uint8_1_delegate_class_2024_6_13_15_24_ubuntus_3_onlylat.csv
lite-model_mobilenet_v3_small_100_224_fp32_1,ubuntus,delegate,class,0.0195357919339971,0.8038,0.8747,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_small_100_224_fp32_1/lite-model_mobilenet_v3_small_100_224_fp32_1_delegate_class_2024_6_13_15_25_ubuntus_3_onlylat.csv
lite-model_mobilenet_v3_small_100_224_uint8_1,ubuntus,delegate,class,0.0135534431180003,0.7268,0.7653,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_small_100_224_uint8_1/lite-model_mobilenet_v3_small_100_224_uint8_1_delegate_class_2024_6_13_15_26_ubuntus_3_onlylat.csv
yolov5l,ubuntus,tf,det,6.541665149214999,,,0.361,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/tf/yolov5l/yolov5l-fp16_tf_det_2024_5_22_10_9_ubuntus_3_onlylat.csv
yolov5m,ubuntus,tf,det,2.7897835843379934,,,0.318,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/tf/yolov5m/yolov5m-fp16_tf_det_2024_5_22_11_59_ubuntus_3_onlylat.csv
yolov5n,ubuntus,tf,det,0.3239334988420141,,,0.154,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/tf/yolov5n/yolov5n-fp16_tf_det_2024_5_22_12_47_ubuntus_3_onlylat.csv
yolov5s,ubuntus,tf,det,0.9548971229069666,,,0.238,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/tf/yolov5s/yolov5s-fp16_tf_det_2024_5_22_12_53_ubuntus_3_onlylat.csv
yolov5l,ubuntus,onnx,det,5.217692227631001,,,0.361,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/onnx/yolov5l/yolov5l_onnx_det_2024_5_22_13_47_ubuntus_3_onlylat.csv
yolov5m,ubuntus,onnx,det,2.5658269180580064,,,0.318,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/onnx/yolov5m/yolov5m_onnx_det_2024_5_22_15_15_ubuntus_3_onlylat.csv
yolov5n,ubuntus,onnx,det,0.5308960886989734,,,0.154,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/onnx/yolov5n/yolov5n_onnx_det_2024_5_22_15_58_ubuntus_3_onlylat.csv
yolov5s,ubuntus,onnx,det,1.0283740141909783,,,0.238,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/onnx/yolov5s/yolov5s_onnx_det_2024_5_22_16_7_ubuntus_3_onlylat.csv
yolov5s,ubuntus,ov,det,0.9895916565540338,,,0.289,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/ov/yolov5s/yolov5s_ov_det_2024_5_22_18_9_ubuntus_3_onlylat.csv
yolov5m,ubuntus,ov,det,2.0203582274320344,,,0.36,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/ov/yolov5m/yolov5m_ov_det_2024_5_22_17_34_ubuntus_3_onlylat.csv
yolov5n,ubuntus,ov,det,0.4476165959269492,,,0.184,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/ov/yolov5n/yolov5n_ov_det_2024_5_23_19_42_ubuntus_3_onlylat.csv
yolov5l,ubuntus,ov,det,4.089123034262024,,,0.401,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/ov/yolov5l/yolov5l_ov_det_2024_5_22_16_25_ubuntus_3_onlylat.csv
yolov5l,ubuntus,pytorch,det,5.962014848015966,,,0.437,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/pytorch/yolov5l/yolov5l_pytorch_det_2024_5_22_18_26_ubuntus_3_onlylat.csv
yolov5m,ubuntus,pytorch,det,2.9900214831900085,,,0.398,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/pytorch/yolov5m/yolov5m_pytorch_det_2024_5_22_20_6_ubuntus_3_onlylat.csv
yolov5n,ubuntus,pytorch,det,0.6515444056480337,,,0.227,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/pytorch/yolov5n/yolov5n_pytorch_det_2024_5_22_20_56_ubuntus_3_onlylat.csv
yolov5s,ubuntus,pytorch,det,1.3304049012109609,,,0.323,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/pytorch/yolov5s/yolov5s_pytorch_det_2024_5_22_21_8_ubuntus_3_onlylat.csv
lite-model_mobilenet_v2_100_224_fp32_1,raspberryos,delegate,class,0.0539574219939986,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v2_100_224_fp32_1/lite-model_mobilenet_v2_100_224_fp32_1_delegate_class_2024_6_12_15_46_raspberryos_3_onlylat.csv
lite-model_mobilenet_v2_100_224_uint8_1,raspberryos,delegate,class,0.029647789592006,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v2_100_224_uint8_1/lite-model_mobilenet_v2_100_224_uint8_1_delegate_class_2024_6_12_15_53_raspberryos_3_onlylat.csv
lite-model_mobilenet_v3_large_100_224_fp32_1,raspberryos,delegate,class,0.0441066424739995,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_large_100_224_fp32_1/lite-model_mobilenet_v3_large_100_224_fp32_1_delegate_class_2024_6_11_22_1_raspberryos_3_onlylat.csv
lite-model_mobilenet_v3_large_100_224_uint8_1,raspberryos,delegate,class,0.0280502473759911,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_large_100_224_uint8_1/lite-model_mobilenet_v3_large_100_224_uint8_1_delegate_class_2024_6_12_15_31_raspberryos_3_onlylat.csv
lite-model_mobilenet_v3_small_100_224_fp32_1,raspberryos,delegate,class,0.0185069859280028,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_small_100_224_fp32_1/lite-model_mobilenet_v3_small_100_224_fp32_1_delegate_class_2024_6_12_15_40_raspberryos_3_onlylat.csv
lite-model_mobilenet_v3_small_100_224_uint8_1,raspberryos,delegate,class,0.0126304265829757,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/delegate/lite-model_mobilenet_v3_small_100_224_uint8_1/lite-model_mobilenet_v3_small_100_224_uint8_1_delegate_class_2024_6_12_15_42_raspberryos_3_onlylat.csv
mobilenet-v2-1.4-224_FP32,ubuntus,ov,class,0.1006177049209983,0.8768,0.9451,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/ov/mobilenet-v2-1.4-224_FP32/mobilenet-v2-14-224_FP32_ov_class_2024_6_12_20_26_ubuntus_3_onlylat.csv
mobilenet-v2-1.4-224_FP32,raspberryos,ov,class,0.1021094019640313,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/ov/mobilenet-v2-1.4-224_FP32/mobilenet-v2-14-224_FP32_ov_class_2024_6_12_16_53_raspberryos_3_onlylat.csv
mobilenet-v3-large-1.0-224-tf_FP32,ubuntus,ov,class,0.0495265114409983,0.8739,0.9455,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/ov/mobilenet-v3-large-1.0-224-tf_FP32/mobilenet-v3-large-10-224-tf_FP32_ov_class_2024_6_12_20_23_ubuntus_3_onlylat.csv
mobilenet-v3-large-1.0-224-tf_FP32,raspberryos,ov,class,0.0504043270179999,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/ov/mobilenet-v3-large-1.0-224-tf_FP32/mobilenet-v3-large-10-224-tf_FP32_ov_class_2024_6_11_22_35_raspberryos_3_onlylat.csv
mobilenet-v3-small-1.0-224-tf_FP32,ubuntus,ov,class,0.0206180166490017,0.7999,0.8796,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/ov/mobilenet-v3-small-1.0-224-tf_FP32/mobilenet-v3-small-10-224-tf_FP32_ov_class_2024_6_12_20_25_ubuntus_3_onlylat.csv
mobilenet-v3-small-1.0-224-tf_FP32,raspberryos,ov,class,0.0206912976460061,,,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/ov/mobilenet-v3-small-1.0-224-tf_FP32/mobilenet-v3-small-10-224-tf_FP32_ov_class_2024_6_12_16_51_raspberryos_3_onlylat.csv
mobilenet_v3_large_q,ubuntus,pytorch,class,0.2553735819870015,0.8713,0.9375,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/pytorch/mobilenet_v3_large_q/mobilenet_v3_large_q_pytorch_class_2024_11_22_11_17_ubuntus_3_onlylat.csv
mobilenet_v2_q,ubuntus,pytorch,class,0.2730134996960009,0.8558,0.9272,,,/Users/marounel-chayeb/BacArbeit/final_results/results/class/pytorch/mobilenet_v2_q/mobilenet_v2_q_pytorch_class_2024_11_22_11_30_ubuntus_3_onlylat.csv
yolov5l,ubuntus,delegate,det,3.304977297926006,,,0.361,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/delegate/yolov5l/yolov5l-fp16_delegate_det_2024_11_25_23_9_ubuntus_3_onlylat.csv
yolov5m,ubuntus,delegate,det,1.7239822932100106,,,0.318,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/delegate/yolov5m/yolov5m-fp16_delegate_det_2024_11_26_0_5_ubuntus_3_onlylat.csv
yolov5n,ubuntus,delegate,det,0.3922528115451495,,,0.154,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/delegate/yolov5n/yolov5n-fp16_delegate_det_2024_11_26_8_22_ubuntus_3_onlylat.csv
yolov5s,ubuntus,delegate,det,0.8447081222078341,,,0.238,,/Users/marounel-chayeb/BacArbeit/final_results/results/det/delegate/yolov5s/yolov5s-fp16_delegate_det_2024_11_26_8_30_ubuntus_3_onlylat.csv
deeplabv3_FP32,ubuntus,ov,seg,1.4153439430109394,,,,69.737,/Users/marounel-chayeb/BacArbeit/final_results/results/seg/ov/deeplabv3_FP32/deeplabv3_FP32_ov_seg_2024_11_26_14_13_ubuntus_3_onlylat.csv
lite-model_deeplabv3-mobilenetv2_1_default_1,ubuntus,tf,seg,1.5449291518009964,,,,60.854,/Users/marounel-chayeb/BacArbeit/final_results/results/seg/tf/lite-model_deeplabv3-mobilenetv2_1_default_1/lite-model_deeplabv3-mobilenetv2_1_default_1_tf_seg_2024_11_28_23_58_ubuntus_3_onlylat.csv
lite-model_deeplabv3-mobilenetv2_1_default_1,ubuntus,delegate,seg,2.7991116133689538,,,,60.915,/Users/marounel-chayeb/BacArbeit/final_results/results/seg/delegate/lite-model_deeplabv3-mobilenetv2_1_default_1/lite-model_deeplabv3-mobilenetv2_1_default_1_delegate_seg_2024_11_29_7_4_ubuntus_3_onlylat.csv
lite-model_deeplabv3-mobilenetv2-int8_1_default_1,ubuntus,delegate,seg,1.1966186171500086,,,,52.034,/Users/marounel-chayeb/BacArbeit/final_results/results/seg/delegate/lite-model_deeplabv3-mobilenetv2-int8_1_default_1/lite-model_deeplabv3-mobilenetv2-int8_1_default_1_delegate_seg_2024_11_29_8_17_ubuntus_3_onlylat.csv
lite-model_deeplabv3-mobilenetv2-int8_1_default_1,ubuntus,tf,seg,0.6907445196309964,,,,52.651,/Users/marounel-chayeb/BacArbeit/final_results/results/seg/tf/lite-model_deeplabv3-mobilenetv2-int8_1_default_1/lite-model_deeplabv3-mobilenetv2-int8_1_default_1_tf_seg_2024_11_29_0_26_ubuntus_3_onlylat.csv
